Library,Module,Caller,API Name,Inputs,Outputs
optuna,visualization,,plot_optimization_history,['model'],['data']
optuna,visualization,,plot_parallel_coordinate,['model'],['data']
optuna,visualization,,plot_param_importances,['model'],['data']
optuna,visualization,,plot_slice,['model'],['data']
pandas,,data,abs,[],['data']
pandas,,data,add,['data'],['data']
pandas,,data,add_prefix,['hyperparameter'],['data']
pandas,,data,add_suffix,['hyperparameter'],['data']
pandas,,data,all,[],['metric']
pandas,,data,any,[],['metric']
pandas,,data,apply,['function'],['data']
pandas,,data,applymap,['function'],['data']
pandas,,data,asfreq,['hyperparameter'],['data']
pandas,,data,assign,['hyperparameter'],['data']
pandas,,data,astype,['hyperparameter'],['data']
pandas,,data,at_time,['hyperparameter'],['data']
pandas,,data,between_time,"['hyperparameter', 'hyperparameter']",['data']
pandas,,data,bfill,[],['data']
pandas,,data,ceil,[],['data']
pandas,,data,clip,"['hyperparameter', 'hyperparameter']",['data']
pandas,,data,combine,['data'],['data']
pandas,,data,combine_first,['data'],['data']
pandas,,data,compare,['data'],['data']
pandas,,data,convert_dtypes,[],['data']
pandas,,data,copy,[],['data']
pandas,,data,corr,['hyperparameter'],['data']
pandas,,data,corrwith,['data'],['data']
pandas,,data,count,[],['metric']
pandas,,data,cov,[],['data']
pandas,,data,cummax,[],['data']
pandas,,data,cummin,[],['data']
pandas,,data,cumprod,[],['data']
pandas,,data,cumsum,[],['data']
pandas,,data,describe,[],[]
pandas,,data,diff,['hyperparameter'],['data']
pandas,,data,div,['data'],['data']
pandas,,data,drop,['features'],['data']
pandas,,data,drop_duplicates,[],['data']
pandas,,data,dropna,[],['data']
pandas,,data,duplicated,[],['data']
pandas,,data,equals,['data'],['metric']
pandas,,data,eval,['hyperparameter'],['data']
pandas,,data,ewm,['hyperparameter'],['data']
pandas,,data,expanding,[],['data']
pandas,,data,explode,['features'],['data']
pandas,,data,ffill,[],['data']
pandas,,data,fillna,[],['data']
pandas,,data,filter,['condition'],['features']
pandas,,data,first,['hyperparameter'],['data']
pandas,,data,floor,[],['data']
pandas,,data,get,['features'],['data']
pandas,,data,groupby,[],['data']
pandas,,data,head,[],[]
pandas,,data,idxmax,[],['features']
pandas,,data,idxmin,[],['features']
pandas,,data,iloc,['columns_range'],['features']
pandas,,data,infer_objects,[],['data']
pandas,,data,info,[],[]
pandas,,data,interpolate,['hyperparameter'],['data']
pandas,,data,isin,['data'],['data']
pandas,,data,isna,[],[]
pandas,,data,isnull,[],[]
pandas,,data,join,['data'],['data']
pandas,,data,keys,[],['features']
pandas,,data,kurt,[],['metric']
pandas,,data,kurtosis,[],['metric']
pandas,,data,last,['hyperparameter'],['data']
pandas,,data,map,['mapping'],['data']
pandas,,data,mask,"['data', 'data']",['data']
pandas,,data,max,[],['metric']
pandas,,data,mean,[],['metric']
pandas,,data,median,[],['metric']
pandas,,data,melt,['hyperparameter'],['data']
pandas,,data,merge,['data'],['data']
pandas,,data,min,[],['metric']
pandas,,data,mod,['data'],['data']
pandas,,data,mul,['data'],['data']
pandas,,data,nlargest,"['hyperparameter', 'features']",['data']
pandas,,data,notnull,[],[]
pandas,,data,nsmallest,"['hyperparameter', 'features']",['data']
pandas,,data,nunique,[],[]
pandas,,data,pct_change,['hyperparameter'],['data']
pandas,,data,pivot_table,['hyperparameter'],['data']
pandas,,data,plot,[],[]
pandas,,data,pow,['data'],['data']
pandas,,data,prod,[],['metric']
pandas,,data,query,['hyperparameter'],['data']
pandas,,data,rank,['hyperparameter'],['data']
pandas,,data,reindex,['hyperparameter'],['data']
pandas,,data,rename,['hyperparameter'],['data']
pandas,,data,replace,"['data', 'data']",['data']
pandas,,data,reset_index,[],['data']
pandas,,data,rolling,['hyperparameter'],['data']
pandas,,data,round,['hyperparameter'],['data']
pandas,,data,sample,['hyperparameter'],['data']
pandas,,data,sem,[],['metric']
pandas,,data,set_index,['features'],['data']
pandas,,data,shift,['hyperparameter'],['data']
pandas,,data,skew,[],['metric']
pandas,,data,sort_index,[],['data']
pandas,,data,sort_values,['columns'],['data']
pandas,,data,squeeze,[],['data']
pandas,,data,std,[],['metric']
pandas,,data,sub,['data'],['data']
pandas,,data,sum,[],['metric']
pandas,,data,tail,[],[]
pandas,,data,to_csv,['file_path'],[]
pandas,,data,to_excel,['file_path'],[]
pandas,,data,to_json,['file_path'],[]
pandas,,data,to_parquet,['file_path'],[]
pandas,,data,to_period,['hyperparameter'],['data']
pandas,,data,to_sql,['table_name'],[]
pandas,,data,to_timestamp,['hyperparameter'],['data']
pandas,,data,trunc,[],['data']
pandas,,data,unique,[],[]
pandas,,data,value_counts,[],[]
pandas,,data,var,[],['metric']
pandas,,features,drop,['features'],['features']
pandas,,trained_model,predict,['features'],['predictions']
pandas,,,DataFrame,['data'],['data']
pandas,,,Series,['data'],['data']
pandas,,,bdate_range,['hyperparameter'],['data']
pandas,,,concat,['data'],['data']
pandas,,,crosstab,"['data', 'data']",['data']
pandas,,,cut,"['data', 'hyperparameter']",['data']
pandas,,,date_range,['hyperparameter'],['data']
pandas,,,factorize,['data'],"['data', 'data']"
pandas,,,get_dummies,['features'],['features']
pandas,,,interval_range,['hyperparameter'],['data']
pandas,,,isna,['data'],['data']
pandas,,,melt,['data'],['data']
pandas,,,merge_asof,"['data', 'data']",['data']
pandas,,,merge_ordered,"['data', 'data']",['data']
pandas,,,notna,['data'],['data']
pandas,,,notnull,['data'],['data']
pandas,,,period_range,['hyperparameter'],['data']
pandas,,,pivot,['data'],['data']
pandas,,,qcut,"['data', 'hyperparameter']",['data']
pandas,,,read_csv,['file_path'],['data']
pandas,,,read_excel,['file_path'],['data']
pandas,,,read_json,['file_path'],['data']
pandas,,,read_parquet,['file_path'],['data']
pandas,,,read_sql,['query'],['data']
pandas,,,timedelta_range,['hyperparameter'],['data']
pandas,,,to_datetime,['data'],['data']
pandas,,,to_numeric,['data'],['data']
pandas,,,to_timedelta,['data'],['data']
pandas,,,wide_to_long,['data'],['data']
polars,,data,apply,['hyperparameter'],['data']
polars,,data,cast,['hyperparameter'],['data']
polars,,data,clone,[],['data']
polars,,data,collect,[],['data']
polars,,data,concat,['data'],['data']
polars,,data,cum_max,[],['data']
polars,,data,cum_min,[],['data']
polars,,data,cum_prod,[],['data']
polars,,data,cum_sum,[],['data']
polars,,data,describe,[],['data']
polars,,data,diff,['hyperparameter'],['data']
polars,,data,drop,['features'],['data']
polars,,data,drop_nulls,[],['data']
polars,,data,estimated_size,[],['metric']
polars,,data,ewm_mean,['hyperparameter'],['data']
polars,,data,ewm_std,['hyperparameter'],['data']
polars,,data,ewm_var,['hyperparameter'],['data']
polars,,data,explode,['features'],['data']
polars,,data,extend,['data'],['data']
polars,,data,fill_nan,['hyperparameter'],['data']
polars,,data,fill_null,['hyperparameter'],['data']
polars,,data,filter,['condition'],['data']
polars,,data,find_idx_by_name,['hyperparameter'],['metric']
polars,,data,glimpse,[],[]
polars,,data,group_by,['columns'],['data']
polars,,data,head,[],['data']
polars,,data,insert_column,"['hyperparameter', 'data']",['data']
polars,,data,interpolate,[],['data']
polars,,data,is_duplicated,[],['data']
polars,,data,is_empty,[],['metric']
polars,,data,is_unique,[],['data']
polars,,data,join,['data'],['data']
polars,,data,lazy,[],['data']
polars,,data,limit,['hyperparameter'],['data']
polars,,data,map_batches,['hyperparameter'],['data']
polars,,data,map_elements,['hyperparameter'],['data']
polars,,data,max,[],['metric']
polars,,data,mean,[],['metric']
polars,,data,median,[],['metric']
polars,,data,melt,[],['data']
polars,,data,min,[],['metric']
polars,,data,n_unique,[],['metric']
polars,,data,null_count,[],['metric']
polars,,data,pct_change,['hyperparameter'],['data']
polars,,data,pivot,['features'],['data']
polars,,data,rename,['hyperparameter'],['data']
polars,,data,reverse,[],['data']
polars,,data,rolling_max,['hyperparameter'],['data']
polars,,data,rolling_mean,['hyperparameter'],['data']
polars,,data,rolling_median,['hyperparameter'],['data']
polars,,data,rolling_min,['hyperparameter'],['data']
polars,,data,rolling_std,['hyperparameter'],['data']
polars,,data,rolling_sum,['hyperparameter'],['data']
polars,,data,rolling_var,['hyperparameter'],['data']
polars,,data,row,['hyperparameter'],['data']
polars,,data,rows,[],['data']
polars,,data,sample,['hyperparameter'],['data']
polars,,data,select,['columns'],['data']
polars,,data,shift,['hyperparameter'],['data']
polars,,data,slice,"['hyperparameter', 'hyperparameter']",['data']
polars,,data,sort,['features'],['data']
polars,,data,std,[],['metric']
polars,,data,sum,[],['metric']
polars,,data,tail,[],['data']
polars,,data,take,['hyperparameter'],['data']
polars,,data,to_arrow,[],['data']
polars,,data,to_dicts,[],['data']
polars,,data,to_dummies,[],['data']
polars,,data,to_list,[],['data']
polars,,data,to_numpy,[],['data']
polars,,data,to_pandas,[],['data']
polars,,data,to_series,[],['data']
polars,,data,transpose,[],['data']
polars,,data,unique,[],['data']
polars,,data,unnest,['features'],['data']
polars,,data,upsample,"['hyperparameter', 'hyperparameter']",['data']
polars,,data,var,[],['metric']
polars,,data,with_columns,['expressions'],['data']
polars,,data,with_row_count,[],['data']
polars,,data,write_avro,['file_path'],[]
polars,,data,write_csv,['file_path'],[]
polars,,data,write_database,['hyperparameter'],[]
polars,,data,write_excel,['file_path'],[]
polars,,data,write_ipc,['file_path'],[]
polars,,data,write_json,['file_path'],[]
polars,,data,write_ndjson,['file_path'],[]
polars,,data,write_parquet,['file_path'],[]
polars,,,DataFrame,['data'],['data']
polars,,,Series,"['features', 'data']",['data']
polars,,,all,[],['data']
polars,,,any,[],['data']
polars,,,col,['features'],['data']
polars,,,concat,['data'],['data']
polars,,,count,['features'],['data']
polars,,,first,['features'],['data']
polars,,,last,['features'],['data']
polars,,,lit,['hyperparameter'],['data']
polars,,,max,['features'],['data']
polars,,,mean,['features'],['data']
polars,,,min,['features'],['data']
polars,,,n_unique,['features'],['data']
polars,,,read_avro,['file_path'],['data']
polars,,,read_csv,['file_path'],['data']
polars,,,read_database,"['hyperparameter', 'hyperparameter']",['data']
polars,,,read_excel,['file_path'],['data']
polars,,,read_ipc,['file_path'],['data']
polars,,,read_json,['file_path'],['data']
polars,,,read_ndjson,['file_path'],['data']
polars,,,read_parquet,['file_path'],['data']
polars,,,scan_csv,['file_path'],['data']
polars,,,scan_ipc,['file_path'],['data']
polars,,,scan_ndjson,['file_path'],['data']
polars,,,scan_parquet,['file_path'],['data']
polars,,,std,['features'],['data']
polars,,,sum,['features'],['data']
polars,,,var,['features'],['data']
polars,,,when,['hyperparameter'],['data']
pyspark,ml,model,fit,['data'],['trained_model']
pyspark,ml,trained_model,transform,['data'],['predictions']
pyspark,ml.classification,,LogisticRegression,['hyperparameter'],['model']
pyspark,ml.classification,,RandomForestClassifier,['hyperparameter'],['model']
pyspark,ml.evaluation,metric,evaluate,['predictions'],['metric']
pyspark,ml.evaluation,,BinaryClassificationEvaluator,['hyperparameter'],['metric']
pyspark,ml.evaluation,,RegressionEvaluator,['hyperparameter'],['metric']
pyspark,ml.feature,data transformer,fit,['data'],['data transformer']
pyspark,ml.feature,data transformer,transform,['data'],['data']
pyspark,ml.feature,,StandardScaler,['hyperparameter'],['data transformer']
pyspark,ml.feature,,StringIndexer,['hyperparameter'],['data transformer']
pyspark,ml.feature,,VectorAssembler,['hyperparameter'],['data transformer']
pyspark,ml.regression,,LinearRegression,['hyperparameter'],['model']
pyspark,sql,data,filter,['condition'],['data']
pyspark,sql,data,groupBy,['columns'],['data']
pyspark,sql,data,join,['data'],['data']
pyspark,sql,data,select,['columns'],['data']
pyspark,sql,data,toPandas,[],['data']
pyspark,sql,data,withColumn,['expression'],['data']
pyspark,sql,data,write.parquet,['file_path'],[]
pyspark,sql,spark_session,createDataFrame,['data'],['data']
pyspark,sql,spark_session,read.csv,['file_path'],['data']
pyspark,sql,spark_session,read.parquet,['file_path'],['data']
pyspark,sql,,SparkSession.builder.getOrCreate,[],['spark_session']
scipy,integrate,,dblquad,"['model', 'hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter']","['metric', 'metric']"
scipy,integrate,,nquad,['model'],"['metric', 'metric']"
scipy,integrate,,odeint,"['model', 'data', 'data']",['data']
scipy,integrate,,quad,"['model', 'hyperparameter', 'hyperparameter']","['metric', 'metric']"
scipy,integrate,,simpson,['data'],['metric']
scipy,integrate,,solve_ivp,"['model', 'hyperparameter', 'data']",['helper']
scipy,integrate,,tplquad,"['model', 'hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter']","['metric', 'metric']"
scipy,integrate,,trapz,['data'],['metric']
scipy,interpolate,,BivariateSpline,"['data', 'data', 'data']",['helper']
scipy,interpolate,,RegularGridInterpolator,"['data', 'data']",['helper']
scipy,interpolate,,UnivariateSpline,"['data', 'data']",['helper']
scipy,interpolate,,griddata,"['data', 'data', 'data']",['data']
scipy,interpolate,,interp1d,"['data', 'data']",['helper']
scipy,interpolate,,interp2d,"['data', 'data', 'data']",['helper']
scipy,linalg,,cholesky,['data'],['data']
scipy,linalg,,det,['data'],['metric']
scipy,linalg,,eig,['data'],"['data', 'data']"
scipy,linalg,,eigvals,['data'],['data']
scipy,linalg,,expm,['data'],['data']
scipy,linalg,,inv,['data'],['data']
scipy,linalg,,logm,['data'],['data']
scipy,linalg,,lstsq,"['data', 'data']","['data', 'data', 'data', 'data']"
scipy,linalg,,lu,['data'],"['data', 'data', 'data']"
scipy,linalg,,norm,['data'],['metric']
scipy,linalg,,pinv,['data'],['data']
scipy,linalg,,qr,['data'],"['data', 'data']"
scipy,linalg,,solve,"['data', 'data']",['data']
scipy,linalg,,solve_banded,"['data', 'data']",['data']
scipy,linalg,,svd,['data'],"['data', 'data', 'data']"
scipy,optimize,,basinhopping,"['model', 'data']",['helper']
scipy,optimize,,curve_fit,"['model', 'data', 'data']","['data', 'data']"
scipy,optimize,,differential_evolution,['model'],['helper']
scipy,optimize,,dual_annealing,['model'],['helper']
scipy,optimize,,fsolve,"['model', 'data']",['data']
scipy,optimize,,least_squares,"['model', 'data']",['helper']
scipy,optimize,,linprog,['hyperparameter'],['helper']
scipy,optimize,,minimize,"['model', 'data']",['helper']
scipy,optimize,,minimize_scalar,['model'],['helper']
scipy,optimize,,root,"['model', 'data']",['helper']
scipy,optimize,,shgo,['model'],['helper']
scipy,signal,,bessel,"['hyperparameter', 'hyperparameter']","['data', 'data']"
scipy,signal,,butter,"['hyperparameter', 'hyperparameter']","['data', 'data']"
scipy,signal,,cheby1,"['hyperparameter', 'hyperparameter', 'hyperparameter']","['data', 'data']"
scipy,signal,,cheby2,"['hyperparameter', 'hyperparameter', 'hyperparameter']","['data', 'data']"
scipy,signal,,convolve,"['data', 'data']",['data']
scipy,signal,,correlate,"['data', 'data']",['data']
scipy,signal,,detrend,['data'],['data']
scipy,signal,,ellip,"['hyperparameter', 'hyperparameter', 'hyperparameter', 'hyperparameter']","['data', 'data']"
scipy,signal,,fftconvolve,"['data', 'data']",['data']
scipy,signal,,filtfilt,"['data', 'data', 'data']",['data']
scipy,signal,,find_peaks,['data'],"['data', 'data']"
scipy,signal,,freqz,"['data', 'data']","['data', 'data']"
scipy,signal,,lfilter,"['data', 'data', 'data']",['data']
scipy,signal,,medfilt,['data'],['data']
scipy,signal,,peak_prominences,"['data', 'data']","['data', 'data', 'data']"
scipy,signal,,peak_widths,"['data', 'data']","['data', 'data', 'data', 'data']"
scipy,signal,,resample,"['data', 'hyperparameter']",['data']
scipy,signal,,sosfilt,"['data', 'data']",['data']
scipy,signal,,spectrogram,['data'],"['data', 'data', 'data']"
scipy,signal,,welch,['data'],"['data', 'data']"
scipy,signal,,wiener,['data'],['data']
scipy,sparse,data,toarray,[],['data']
scipy,sparse,data,todense,[],['data']
scipy,sparse,,block_diag,['data'],['data']
scipy,sparse,,bsr_matrix,['data'],['data']
scipy,sparse,,coo_matrix,['data'],['data']
scipy,sparse,,csc_matrix,['data'],['data']
scipy,sparse,,csr_matrix,['data'],['data']
scipy,sparse,,dia_matrix,['data'],['data']
scipy,sparse,,diags,['data'],['data']
scipy,sparse,,dok_matrix,['data'],['data']
scipy,sparse,,eye,['hyperparameter'],['data']
scipy,sparse,,hstack,['data'],['data']
scipy,sparse,,identity,['hyperparameter'],['data']
scipy,sparse,,lil_matrix,['data'],['data']
scipy,sparse,,vstack,['data'],['data']
scipy,sparse.linalg,,bicg,"['data', 'data']","['data', 'metric']"
scipy,sparse.linalg,,cg,"['data', 'data']","['data', 'metric']"
scipy,sparse.linalg,,eigs,['data'],"['data', 'data']"
scipy,sparse.linalg,,gmres,"['data', 'data']","['data', 'metric']"
scipy,sparse.linalg,,spsolve,"['data', 'data']",['data']
scipy,sparse.linalg,,svds,['data'],"['data', 'data', 'data']"
scipy,spatial,helper,query,['data'],"['metric', 'data']"
scipy,spatial,helper,query_ball_point,['data'],['data']
scipy,spatial,,ConvexHull,['data'],['helper']
scipy,spatial,,Delaunay,['data'],['helper']
scipy,spatial,,KDTree,['data'],['helper']
scipy,spatial,,Voronoi,['data'],['helper']
scipy,spatial,,cKDTree,['data'],['helper']
scipy,spatial.distance,,braycurtis,"['data', 'data']",['metric']
scipy,spatial.distance,,canberra,"['data', 'data']",['metric']
scipy,spatial.distance,,cdist,"['data', 'data']",['data']
scipy,spatial.distance,,chebyshev,"['data', 'data']",['metric']
scipy,spatial.distance,,cityblock,"['data', 'data']",['metric']
scipy,spatial.distance,,correlation,"['data', 'data']",['metric']
scipy,spatial.distance,,cosine,"['data', 'data']",['metric']
scipy,spatial.distance,,directed_hausdorff,"['data', 'data']",['metric']
scipy,spatial.distance,,euclidean,"['data', 'data']",['metric']
scipy,spatial.distance,,hamming,"['data', 'data']",['metric']
scipy,spatial.distance,,jaccard,"['data', 'data']",['metric']
scipy,spatial.distance,,mahalanobis,"['data', 'data', 'data']",['metric']
scipy,spatial.distance,,minkowski,"['data', 'data', 'hyperparameter']",['metric']
scipy,spatial.distance,,pdist,['data'],['data']
scipy,spatial.distance,,squareform,['data'],['data']
scipy,stats,helper,cdf,['data'],['data']
scipy,stats,helper,fit,['data'],['hyperparameter']
scipy,stats,helper,pdf,['data'],['data']
scipy,stats,helper,pmf,['data'],['data']
scipy,stats,helper,rvs,['hyperparameter'],['data']
scipy,stats,,anderson,['data'],"['metric', 'data', 'data']"
scipy,stats,,binom,['hyperparameter'],['helper']
scipy,stats,,chisquare,"['data', 'data']","['metric', 'metric']"
scipy,stats,,describe,['data'],"['metric', 'data', 'metric', 'metric', 'metric', 'metric']"
scipy,stats,,entropy,"['data', 'data']",['metric']
scipy,stats,,expon,['hyperparameter'],['helper']
scipy,stats,,f_oneway,"['data', 'data']","['metric', 'metric']"
scipy,stats,,fisher_exact,['data'],"['metric', 'metric']"
scipy,stats,,iqr,['data'],['metric']
scipy,stats,,kendalltau,"['data', 'data']","['metric', 'metric']"
scipy,stats,,kruskal,"['data', 'data']","['metric', 'metric']"
scipy,stats,,ks_2samp,"['data', 'data']","['metric', 'metric']"
scipy,stats,,kurtosis,['data'],['metric']
scipy,stats,,mannwhitneyu,"['data', 'data']","['metric', 'metric']"
scipy,stats,,mode,['data'],"['data', 'data']"
scipy,stats,,norm,['hyperparameter'],['helper']
scipy,stats,,pearsonr,"['data', 'data']","['metric', 'metric']"
scipy,stats,,poisson,['hyperparameter'],['helper']
scipy,stats,,shapiro,['data'],"['metric', 'metric']"
scipy,stats,,skew,['data'],['metric']
scipy,stats,,spearmanr,"['data', 'data']","['metric', 'metric']"
scipy,stats,,ttest_1samp,"['data', 'hyperparameter']","['metric', 'metric']"
scipy,stats,,ttest_ind,"['data', 'data']","['metric', 'metric']"
scipy,stats,,ttest_rel,"['data', 'data']","['metric', 'metric']"
scipy,stats,,uniform,['hyperparameter'],['helper']
scipy,stats,,wilcoxon,"['data', 'data']","['metric', 'metric']"
scipy,stats,,zscore,['data'],['data']
seaborn,,display_object,add_legend,[],[]
seaborn,,display_object,despine,[],[]
seaborn,,display_object,map,['hyperparameter'],[]
seaborn,,display_object,map_dataframe,['hyperparameter'],[]
seaborn,,display_object,map_diag,['hyperparameter'],[]
seaborn,,display_object,map_lower,['hyperparameter'],[]
seaborn,,display_object,map_offdiag,['hyperparameter'],[]
seaborn,,display_object,map_upper,['hyperparameter'],[]
seaborn,,display_object,savefig,['file_path'],[]
seaborn,,display_object,set,['hyperparameter'],[]
seaborn,,display_object,set_axis_labels,"['hyperparameter', 'hyperparameter']",[]
seaborn,,display_object,set_titles,['hyperparameter'],[]
seaborn,,display_object,set_xticklabels,['hyperparameter'],[]
seaborn,,display_object,set_yticklabels,['hyperparameter'],[]
seaborn,,,FacetGrid,['data'],['display_object']
seaborn,,,JointGrid,"['data', 'data']",['display_object']
seaborn,,,PairGrid,['data'],['display_object']
seaborn,,,axes_style,['hyperparameter'],['data']
seaborn,,,barplot,"['data', 'data']",[]
seaborn,,,blend_palette,['hyperparameter'],['data']
seaborn,,,boxenplot,"['data', 'data']",[]
seaborn,,,boxplot,"['data', 'data']",[]
seaborn,,,catplot,"['data', 'data']",[]
seaborn,,,choose_color_palette,['hyperparameter'],['data']
seaborn,,,choose_cubehelix_palette,['hyperparameter'],['data']
seaborn,,,choose_dark_palette,['hyperparameter'],['data']
seaborn,,,choose_diverging_palette,['hyperparameter'],['data']
seaborn,,,choose_light_palette,['hyperparameter'],['data']
seaborn,,,clustermap,['data'],[]
seaborn,,,color_palette,['hyperparameter'],['data']
seaborn,,,countplot,['data'],[]
seaborn,,,crayon_palette,['hyperparameter'],['data']
seaborn,,,cubehelix_palette,['hyperparameter'],['data']
seaborn,,,dark_palette,['hyperparameter'],['data']
seaborn,,,despine,[],[]
seaborn,,,displot,"['data', 'data']",[]
seaborn,,,diverging_palette,"['hyperparameter', 'hyperparameter']",['data']
seaborn,,,ecdfplot,['data'],[]
seaborn,,,get_data_home,[],['file_path']
seaborn,,,get_dataset_names,[],['data']
seaborn,,,heatmap,['data'],[]
seaborn,,,histplot,['data'],[]
seaborn,,,hls_palette,['hyperparameter'],['data']
seaborn,,,husl_palette,['hyperparameter'],['data']
seaborn,,,jointplot,"['data', 'data']",[]
seaborn,,,kdeplot,['data'],[]
seaborn,,,light_palette,['hyperparameter'],['data']
seaborn,,,lineplot,"['data', 'data']",[]
seaborn,,,lmplot,"['data', 'data']",[]
seaborn,,,load_dataset,['hyperparameter'],['data']
seaborn,,,mpl_palette,['hyperparameter'],['data']
seaborn,,,pairplot,['data'],[]
seaborn,,,plotting_context,['hyperparameter'],['data']
seaborn,,,pointplot,"['data', 'data']",[]
seaborn,,,regplot,"['data', 'data']",[]
seaborn,,,relplot,"['data', 'data']",[]
seaborn,,,residplot,"['data', 'data']",[]
seaborn,,,rugplot,['data'],[]
seaborn,,,scatterplot,"['data', 'data']",[]
seaborn,,,set_context,['hyperparameter'],[]
seaborn,,,set_palette,['hyperparameter'],[]
seaborn,,,set_style,['hyperparameter'],[]
seaborn,,,set_theme,['hyperparameter'],[]
seaborn,,,stripplot,"['data', 'data']",[]
seaborn,,,swarmplot,"['data', 'data']",[]
seaborn,,,violinplot,"['data', 'data']",[]
seaborn,,,xkcd_palette,['hyperparameter'],['data']
sklearn,base,model,clone,['model'],['model']
sklearn,base,model,is_classifier,['model'],['metric']
sklearn,base,model,set_params,['hyperparameter'],['model']
sklearn,calibration,,CalibratedClassifierCV,"['estimator', 'hyperparameter']",['model']
sklearn,cluster,,AffinityPropagation,['hyperparameter'],['model']
sklearn,cluster,,AgglomerativeClustering,['hyperparameter'],['model']
sklearn,cluster,,Birch,['hyperparameter'],['model']
sklearn,cluster,,BisectingKMeans,['hyperparameter'],['model']
sklearn,cluster,,DBSCAN,['hyperparameter'],['model']
sklearn,cluster,,FeatureAgglomeration,['hyperparameter'],['model']
sklearn,cluster,,KMeans,['hyperparameter'],['model']
sklearn,cluster,,MeanShift,['hyperparameter'],['model']
sklearn,cluster,,MiniBatchKMeans,['hyperparameter'],['model']
sklearn,cluster,,OPTICS,['hyperparameter'],['model']
sklearn,cluster,,SpectralClustering,['hyperparameter'],['model']
sklearn,cluster,,spectral_clustering,"['features', 'hyperparameter']",['labels']
sklearn,compose,data,ColumnTransformer,['transformer definitions'],['data transformer']
sklearn,compose,,make_column_transformer,['transformer definitions'],['data transformer']
sklearn,covariance,data,ShrunkCovariance,['hyperparameter'],['model']
sklearn,covariance,data,empirical_covariance,['features'],['covariance matrix']
sklearn,covariance,metric,ledoit_wolf_shrinkage,['features'],['metric']
sklearn,covariance,,EmpiricalCovariance,['hyperparameter'],['model']
sklearn,covariance,,GraphicalLasso,['hyperparameter'],['model']
sklearn,cross_decomposition,,CCA,['hyperparameter'],['model']
sklearn,cross_decomposition,,PLSCanonical,['hyperparameter'],['model']
sklearn,cross_decomposition,,PLSRegression,['hyperparameter'],['model']
sklearn,cross_decomposition,,PLSSVD,['hyperparameter'],['model']
sklearn,datasets,data,dump_svmlight_file,"['features', 'labels', 'file_path']",['data_artifact']
sklearn,datasets,data,fetch_lfw_pairs,[],"['data', 'labels']"
sklearn,datasets,data,fetch_lfw_people,[],"['data', 'labels']"
sklearn,datasets,data,load_sample_image,['image_name'],['image_data']
sklearn,datasets,data,load_sample_images,[],['data']
sklearn,datasets,data,load_svmlight_file,['file_path'],"['features', 'labels']"
sklearn,datasets,data,load_svmlight_files,['file_paths'],"['features', 'labels']"
sklearn,datasets,data,load_wine,[],"['data', 'labels']"
sklearn,datasets,,load_diabetes,[],"['data', 'labels']"
sklearn,datasets,,make_gaussian_quantiles,[],"['data', 'labels']"
sklearn,datasets,,make_moons,[],"['data', 'labels']"
sklearn,decomposition,data,FactorAnalysis,['hyperparameter'],['data transformer']
sklearn,decomposition,,DictionaryLearning,['hyperparameter'],['data transformer']
sklearn,decomposition,,FactorAnalysis,['hyperparameter'],['model']
sklearn,decomposition,,FastICA,['hyperparameter'],['model']
sklearn,decomposition,,IncrementalPCA,['hyperparameter'],['model']
sklearn,decomposition,,KernelPCA,['hyperparameter'],['data transformer']
sklearn,decomposition,,LatentDirichletAllocation,['hyperparameter'],['model']
sklearn,decomposition,,MiniBatchDictionaryLearning,['hyperparameter'],['model']
sklearn,decomposition,,MiniBatchSparsePCA,['hyperparameter'],['model']
sklearn,decomposition,,NMF,['hyperparameter'],['model']
sklearn,decomposition,,PCA,['hyperparameter'],['model']
sklearn,decomposition,,SparsePCA,['hyperparameter'],['data transformer']
sklearn,decomposition,,TruncatedSVD,['hyperparameter'],['data transformer']
sklearn,ensemble,model,AdaBoostRegressor,['hyperparameter'],['model']
sklearn,ensemble,model,GradientBoostingRegressor,['hyperparameter'],['model']
sklearn,ensemble,model,fit,"['features', 'labels']",['trained_model']
sklearn,ensemble,,AdaBoostClassifier,['hyperparameter'],['model']
sklearn,ensemble,,BaggingClassifier,['hyperparameter'],['model']
sklearn,ensemble,,BaggingRegressor,['hyperparameter'],['model']
sklearn,ensemble,,ExtraTreesClassifier,['hyperparameter'],['model']
sklearn,ensemble,,ExtraTreesRegressor,['hyperparameter'],['model']
sklearn,ensemble,,GradientBoostingClassifier,['hyperparameter'],['model']
sklearn,ensemble,,HistGradientBoostingClassifier,['hyperparameter'],['model']
sklearn,ensemble,,HistGradientBoostingRegressor,['hyperparameter'],['model']
sklearn,ensemble,,IsolationForest,['hyperparameter'],['model']
sklearn,ensemble,,RandomForestClassifier,['hyperparameter'],['model']
sklearn,ensemble,,RandomForestRegressor,['hyperparameter'],['model']
sklearn,ensemble,,StackingClassifier,['hyperparameter'],['model']
sklearn,ensemble,,StackingRegressor,['hyperparameter'],['model']
sklearn,ensemble,,VotingClassifier,['hyperparameter'],['model']
sklearn,ensemble,,VotingRegressor,['hyperparameter'],['model']
sklearn,feature_extraction,,DictVectorizer,['hyperparameter'],['data transformer']
